canonical_key	extraction_layer	book	chapter_start	verse_start	chapter_end	verse_end	speaker	source_authority	authority_level	command_form	command_summary	theological_domain	social_domain	action_domain	ethical_intensity	command_status	related_key	derivation_confidence
pro_15_03_01	THEMATIC	Proverbs	15	3	15	3	Narration	divine	2	imperative	Live with awareness that the LORD sees all	wisdom	individual	moral_behavior	4	active		85
pro_15_33_01	THEMATIC	Proverbs	15	33	15	33	Narration	human	4	imperative	Fear the LORD and pursue humility	wisdom	individual	moral_behavior	5	active		95
pro_16_03_01	STRICT	Proverbs	16	3	16	3	Narration	human	4	imperative	Commit your works to the LORD	wisdom	individual	moral_behavior	5	active		100
pro_16_16_01	THEMATIC	Proverbs	16	16	16	16	Narration	human	4	imperative	Get wisdom rather than gold	wisdom	individual	moral_behavior	4	active		90
pro_16_18_01	THEMATIC	Proverbs	16	18	16	18	Narration	human	4	prohibition	Do not be proud	wisdom	individual	moral_behavior	5	active		90
pro_17_14_01	THEMATIC	Proverbs	17	14	17	14	Narration	human	4	imperative	Stop conflict before it escalates	wisdom	individual	moral_behavior	4	active		90
pro_17_27_01	THEMATIC	Proverbs	17	27	17	27	Narration	human	4	imperative	Be slow to speak	wisdom	individual	communication	4	active		90
pro_18_13_01	THEMATIC	Proverbs	18	13	18	13	Narration	human	4	prohibition	Do not answer before listening	wisdom	individual	communication	4	active		90
pro_18_21_01	THEMATIC	Proverbs	18	21	18	21	Narration	human	4	imperative	Use your words wisely	wisdom	individual	communication	5	active		85
pro_19_20_01	STRICT	Proverbs	19	20	19	20	Narration	human	4	imperative	Listen to advice and accept instruction	wisdom	individual	communication	4	active		100
pro_19_21_01	THEMATIC	Proverbs	19	21	19	21	Narration	divine	2	imperative	Submit to the LORD’s purpose	wisdom	individual	moral_behavior	5	active		85
pro_20_13_01	STRICT	Proverbs	20	13	20	13	Narration	human	4	prohibition	Do not love sleep excessively	wisdom	individual	moral_behavior	4	active		100
pro_20_22_01	STRICT	Proverbs	20	22	20	22	Narration	human	4	prohibition	Do not say “I will repay evil”	wisdom	individual	moral_behavior	5	active		100
pro_20_22_02	STRICT	Proverbs	20	22	20	22	Narration	human	4	imperative	Wait for the LORD	wisdom	individual	moral_behavior	5	active	pro_20_22_01	100
pro_21_03_01	STRICT	Proverbs	21	3	21	3	Narration	divine	2	imperative	Do righteousness and justice	wisdom	individual	moral_behavior	5	active		100
pro_21_23_01	STRICT	Proverbs	21	23	21	23	Narration	human	4	imperative	Guard your mouth and tongue	wisdom	individual	communication	4	active		100
pro_22_06_01	STRICT	Proverbs	22	6	22	6	Narration	human	4	imperative	Train up a child in the right way	wisdom	family	moral_behavior	5	active		100
pro_22_22_01	STRICT	Proverbs	22	22	22	22	Narration	divine	2	prohibition	Do not rob the poor	wisdom	individual	economic_behavior	5	active		100
pro_22_24_01	STRICT	Proverbs	22	24	22	24	Narration	human	4	prohibition	Do not associate with a man given to anger	wisdom	individual	moral_behavior	4	active		100
pro_23_04_01	STRICT	Proverbs	23	4	23	4	Narration	human	4	prohibition	Do not toil to acquire wealth	wisdom	individual	economic_behavior	4	active		100
pro_23_12_01	STRICT	Proverbs	23	12	23	12	Narration	human	4	imperative	Apply your heart to instruction	wisdom	individual	communication	4	active		100
pro_23_17_01	STRICT	Proverbs	23	17	23	17	Narration	human	4	prohibition	Do not envy sinners	wisdom	individual	moral_behavior	4	active		100
pro_23_17_02	STRICT	Proverbs	23	17	23	17	Narration	human	4	imperative	Continue in the fear of the LORD	wisdom	individual	moral_behavior	5	active	pro_23_17_01	100
pro_24_01_01	STRICT	Proverbs	24	1	24	1	Narration	human	4	prohibition	Do not envy evil men	wisdom	individual	moral_behavior	4	active		100
pro_24_17_01	STRICT	Proverbs	24	17	24	17	Narration	human	4	prohibition	Do not rejoice when your enemy falls	wisdom	individual	moral_behavior	5	active		100
pro_24_19_01	STRICT	Proverbs	24	19	24	19	Narration	human	4	prohibition	Do not fret because of evildoers	wisdom	individual	moral_behavior	4	active		100
pro_25_21_01	STRICT	Proverbs	25	21	25	21	Narration	divine	2	imperative	Feed your enemy if he is hungry	wisdom	individual	moral_behavior	5	active		100
pro_25_21_02	STRICT	Proverbs	25	21	25	21	Narration	divine	2	imperative	Give drink to your enemy if he is thirsty	wisdom	individual	moral_behavior	5	active	pro_25_21_01	100
pro_26_04_01	STRICT	Proverbs	26	4	26	4	Narration	human	4	prohibition	Do not answer a fool according to his folly	wisdom	individual	communication	4	active		100
pro_26_05_01	STRICT	Proverbs	26	5	26	5	Narration	human	4	imperative	Answer a fool according to his folly	wisdom	individual	communication	4	active	pro_26_04_01	100
pro_27_01_01	STRICT	Proverbs	27	1	27	1	Narration	human	4	prohibition	Do not boast about tomorrow	wisdom	individual	moral_behavior	4	active		100
pro_27_17_01	THEMATIC	Proverbs	27	17	27	17	Narration	human	4	imperative	Sharpen one another in relationships	wisdom	individual	moral_behavior	4	active		85
pro_28_13_01	THEMATIC	Proverbs	28	13	28	13	Narration	divine	2	imperative	Confess and forsake sin	wisdom	individual	moral_behavior	5	active		95
pro_29_01_01	STRICT	Proverbs	29	1	29	1	Narration	human	4	prohibition	Do not harden your neck after rebuke	wisdom	individual	moral_behavior	5	active		100
pro_29_25_01	THEMATIC	Proverbs	29	25	29	25	Narration	divine	2	imperative	Trust in the LORD instead of fearing man	wisdom	individual	moral_behavior	5	active		90
pro_30_08_01	THEMATIC	Proverbs	30	8	30	9	Agur	human	4	imperative	Give neither poverty nor riches	wisdom	individual	economic_behavior	4	active		85
pro_31_08_01	STRICT	Proverbs	31	8	31	8	Lemuel	human	4	imperative	Speak up for those who cannot speak	wisdom	individual	communication	5	active		100
pro_31_09_01	STRICT	Proverbs	31	9	31	9	Lemuel	human	4	imperative	Judge righteously and defend the poor	wisdom	individual	governance	5	active	pro_31_08_01	100
ecc_05_01_01	STRICT	Ecclesiastes	5	1	5	1	Teacher	human	4	imperative	Guard your steps when going to the house of God	wisdom	individual	moral_behavior	5	active		100
ecc_05_01_02	STRICT	Ecclesiastes	5	1	5	1	Teacher	human	4	imperative	Draw near to listen rather than to offer sacrifice of fools	wisdom	individual	moral_behavior	5	active	ecc_05_01_01	100
ecc_05_02_01	STRICT	Ecclesiastes	5	2	5	2	Teacher	human	4	prohibition	Do not be rash with your mouth	wisdom	individual	communication	4	active		100
ecc_05_02_02	STRICT	Ecclesiastes	5	2	5	2	Teacher	human	4	prohibition	Do not let your heart be hasty to utter a word before God	wisdom	individual	communication	5	active	ecc_05_02_01	100
ecc_05_04_01	STRICT	Ecclesiastes	5	4	5	5	Teacher	human	4	imperative	Fulfill your vow to God	wisdom	individual	ritual_behavior	5	active		100
ecc_05_04_02	STRICT	Ecclesiastes	5	4	5	5	Teacher	human	4	prohibition	Do not delay paying vows	wisdom	individual	ritual_behavior	5	active	ecc_05_04_01	100
ecc_05_06_01	STRICT	Ecclesiastes	5	6	5	6	Teacher	human	4	prohibition	Do not let your mouth lead you into sin	wisdom	individual	communication	5	active		100
ecc_05_06_02	STRICT	Ecclesiastes	5	6	5	6	Teacher	human	4	prohibition	Do not say before the messenger it was a mistake	wisdom	individual	communication	4	active	ecc_05_06_01	100
ecc_05_07_01	THEMATIC	Ecclesiastes	5	7	5	7	Teacher	human	4	imperative	Fear God over empty words	wisdom	individual	moral_behavior	5	active		90
ecc_07_02_01	THEMATIC	Ecclesiastes	7	2	7	2	Teacher	human	4	imperative	Consider the reality of death	wisdom	individual	moral_behavior	4	active		85
ecc_07_09_01	STRICT	Ecclesiastes	7	9	7	9	Teacher	human	4	prohibition	Do not be quickly provoked in your spirit	wisdom	individual	moral_behavior	4	active		100
ecc_07_10_01	STRICT	Ecclesiastes	7	10	7	10	Teacher	human	4	prohibition	Do not say why were the former days better	wisdom	individual	moral_behavior	3	active		100
ecc_07_14_01	THEMATIC	Ecclesiastes	7	14	7	14	Teacher	human	4	imperative	Consider God’s work in prosperity and adversity	wisdom	individual	moral_behavior	4	active		85
ecc_07_16_01	STRICT	Ecclesiastes	7	16	7	16	Teacher	human	4	prohibition	Do not be overly righteous	wisdom	individual	moral_behavior	3	active		100
ecc_07_16_02	STRICT	Ecclesiastes	7	16	7	16	Teacher	human	4	prohibition	Do not make yourself too wise	wisdom	individual	moral_behavior	3	active	ecc_07_16_01	100
ecc_07_17_01	STRICT	Ecclesiastes	7	17	7	17	Teacher	human	4	prohibition	Do not be overly wicked	wisdom	individual	moral_behavior	5	active		100
ecc_07_17_02	STRICT	Ecclesiastes	7	17	7	17	Teacher	human	4	prohibition	Do not be a fool	wisdom	individual	moral_behavior	5	active	ecc_07_17_01	100
ecc_07_18_01	THEMATIC	Ecclesiastes	7	18	7	18	Teacher	human	4	imperative	Take hold of instruction and fear God	wisdom	individual	moral_behavior	5	active		85
ecc_07_21_01	STRICT	Ecclesiastes	7	21	7	21	Teacher	human	4	prohibition	Do not take to heart everything people say	wisdom	individual	moral_behavior	3	active		100
ecc_08_02_01	STRICT	Ecclesiastes	8	2	8	2	Teacher	human	4	imperative	Keep the king’s command	wisdom	national	governance	4	active		100
ecc_08_03_01	STRICT	Ecclesiastes	8	3	8	3	Teacher	human	4	prohibition	Do not be in a hurry to leave his presence	wisdom	national	governance	3	active	ecc_08_02_01	100
ecc_08_03_02	STRICT	Ecclesiastes	8	3	8	3	Teacher	human	4	prohibition	Do not stand in an evil cause	wisdom	national	moral_behavior	5	active	ecc_08_02_01	100
ecc_08_12_01	THEMATIC	Ecclesiastes	8	12	8	12	Teacher	human	4	imperative	Fear God though judgment is delayed	wisdom	individual	moral_behavior	5	active		90
ecc_09_07_01	STRICT	Ecclesiastes	9	7	9	7	Teacher	human	4	imperative	Go eat your bread with joy	wisdom	individual	moral_behavior	2	active		100
ecc_09_07_02	STRICT	Ecclesiastes	9	7	9	7	Teacher	human	4	imperative	Drink your wine with a merry heart	wisdom	individual	moral_behavior	2	active	ecc_09_07_01	100
ecc_09_08_01	STRICT	Ecclesiastes	9	8	9	8	Teacher	human	4	imperative	Let your garments always be white	wisdom	individual	moral_behavior	2	active		100
ecc_09_08_02	STRICT	Ecclesiastes	9	8	9	8	Teacher	human	4	imperative	Let your head lack no oil	wisdom	individual	moral_behavior	2	active	ecc_09_08_01	100
ecc_09_09_01	STRICT	Ecclesiastes	9	9	9	9	Teacher	human	4	imperative	Enjoy life with your wife	wisdom	family	moral_behavior	3	active		100
ecc_09_10_01	STRICT	Ecclesiastes	9	10	9	10	Teacher	human	4	imperative	Do whatever your hand finds with all your might	wisdom	individual	moral_behavior	4	active		100
ecc_10_04_01	STRICT	Ecclesiastes	10	4	10	4	Teacher	human	4	prohibition	Do not leave your post when authority rises against you	wisdom	national	governance	3	active		100
ecc_10_18_01	THEMATIC	Ecclesiastes	10	18	10	18	Teacher	human	4	imperative	Avoid laziness in responsibility	wisdom	individual	moral_behavior	4	active		85
ecc_10_20_01	STRICT	Ecclesiastes	10	20	10	20	Teacher	human	4	prohibition	Do not curse the king even in thought	wisdom	national	communication	4	active		100
ecc_10_20_02	STRICT	Ecclesiastes	10	20	10	20	Teacher	human	4	prohibition	Do not curse the rich in your bedroom	wisdom	individual	communication	3	active	ecc_10_20_01	100
ecc_11_01_01	THEMATIC	Ecclesiastes	11	1	11	1	Teacher	human	4	imperative	Invest generously despite uncertainty	wisdom	individual	economic_behavior	4	active		90
ecc_11_04_01	THEMATIC	Ecclesiastes	11	4	11	4	Teacher	human	4	prohibition	Do not wait for perfect conditions to act	wisdom	individual	moral_behavior	4	active		90
ecc_11_06_01	STRICT	Ecclesiastes	11	6	11	6	Teacher	human	4	imperative	Sow your seed morning and evening	wisdom	individual	economic_behavior	4	active		100
ecc_11_09_01	STRICT	Ecclesiastes	11	9	11	9	Teacher	human	4	imperative	Rejoice in your youth	wisdom	individual	moral_behavior	2	active		100
ecc_11_09_02	STRICT	Ecclesiastes	11	9	11	9	Teacher	human	4	imperative	Walk in the ways of your heart and sight	wisdom	individual	moral_behavior	2	active	ecc_11_09_01	100
ecc_11_09_03	THEMATIC	Ecclesiastes	11	9	11	9	Teacher	human	4	imperative	Remember God will bring judgment	wisdom	individual	moral_behavior	5	active	ecc_11_09_01	90
ecc_11_10_01	STRICT	Ecclesiastes	11	10	11	10	Teacher	human	4	imperative	Remove sorrow and put away evil	wisdom	individual	moral_behavior	4	active		100
ecc_12_01_01	STRICT	Ecclesiastes	12	1	12	1	Teacher	human	4	imperative	Remember your Creator in youth	wisdom	individual	moral_behavior	5	active		100
ecc_12_13_01	STRICT	Ecclesiastes	12	13	12	13	Teacher	human	4	imperative	Fear God and keep His commandments	wisdom	individual	moral_behavior	5	active	ecc_12_01_01	100
son_01_02_01	STRICT	Song of Solomon	1	2	1	2	Beloved	divine/human	3	declarative	Let him kiss me with the kisses of his mouth	wisdom	individual	moral_behavior	2	active		100
son_01_04_01	STRICT	Song of Solomon	1	4	1	4	Beloved	divine/human	3	declarative	Draw me after you; let us run	wisdom	individual	migration	2	active	son_01_02_01	100
son_01_06_01	STRICT	Song of Solomon	1	6	1	6	Beloved	divine/human	3	declarative	Do not stare because I am dark	ethics	individual	communication	2	active		100
son_01_07_01	STRICT	Song of Solomon	1	7	1	7	Beloved	divine/human	3	imperative	Tell me where you pasture your flock	wisdom	individual	communication	3	active		100
son_02_04_01	STRICT	Song of Solomon	2	4	2	4	Lover	divine/human	3	declarative	He brought me to the banqueting house	wisdom	individual	migration	2	active	son_01_04_01	100
son_02_07_01	STRICT	Song of Solomon	2	7	2	7	Beloved	divine/human	3	imperative	Do not awaken love before it desires	ethics	individual	moral_behavior	5	active		100
son_02_15_01	STRICT	Song of Solomon	2	15	2	15	Beloved	divine/human	3	imperative	Catch the foxes that spoil vineyards	ethics	family	moral_behavior	3	active		100
son_03_04_01	STRICT	Song of Solomon	3	4	3	4	Beloved	divine/human	3	declarative	I found him whom my soul loves	wisdom	individual	moral_behavior	2	active	son_02_04_01	100
son_04_01_01	STRICT	Song of Solomon	4	1	4	1	Lover	divine/human	3	declarative	Behold you are beautiful my love	wisdom	individual	moral_behavior	2	active		100
son_04_07_01	STRICT	Song of Solomon	4	7	4	7	Lover	divine/human	3	declarative	You are altogether beautiful my love	wisdom	individual	moral_behavior	2	active	son_04_01_01	100
son_05_01_01	STRICT	Song of Solomon	5	1	5	1	Lover	divine/human	3	imperative	Eat and drink friends; be intoxicated with love	wisdom	individual	moral_behavior	2	active		100
son_05_16_01	STRICT	Song of Solomon	5	16	5	16	Beloved	divine/human	3	declarative	He is altogether lovely	wisdom	individual	moral_behavior	2	active	son_04_07_01	100
son_06_03_01	STRICT	Song of Solomon	6	3	6	3	Beloved	divine/human	3	declarative	I am my beloved's and my beloved is mine	wisdom	individual	moral_behavior	2	active	son_03_04_01	100
son_07_10_01	STRICT	Song of Solomon	7	10	7	10	Beloved	divine/human	3	declarative	I am my beloved's and his desire is for me	wisdom	individual	moral_behavior	2	active	son_06_03_01	100
son_08_04_01	STRICT	Song of Solomon	8	4	8	4	Beloved	divine/human	3	imperative	Do not awaken love until it pleases	ethics	individual	moral_behavior	5	active	son_02_07_01	100
son_08_06_01	STRICT	Song of Solomon	8	6	8	6	Beloved	divine/human	3	declarative	Love is strong as death	wisdom	individual	moral_behavior	5	active		100
son_08_07_01	STRICT	Song of Solomon	8	7	8	7	Beloved	divine/human	3	declarative	Many waters cannot quench love	wisdom	individual	moral_behavior	5	active	son_08_06_01	100
isa_01_16_01	STRICT	Isaiah	1	16	1	16	YHWH	divine	1	imperative	Wash yourselves; make yourselves clean	ethics	individual	moral_behavior	5	active		100
isa_01_17_01	STRICT	Isaiah	1	17	1	17	YHWH	divine	1	imperative	Learn to do good; seek justice	ethics	national	moral_behavior	5	active	isa_01_16_01	100
isa_01_18_01	STRICT	Isaiah	1	18	1	18	YHWH	divine	1	declarative	Though your sins are like scarlet they shall be white	judgment	individual	moral_behavior	5	active	isa_01_16_01	100
isa_01_19_01	STRICT	Isaiah	1	19	1	19	YHWH	divine	1	imperative	If you are willing and obedient you shall eat good	ethics	individual	moral_behavior	4	active	isa_01_17_01	100
isa_01_20_01	STRICT	Isaiah	1	20	1	20	YHWH	divine	1	prohibition	If you refuse you shall be devoured	judgment	individual	moral_behavior	5	active	isa_01_19_01	100
isa_02_03_01	STRICT	Isaiah	2	3	2	3	YHWH	divine	1	imperative	Come let us go to the mountain of the LORD	worship	foreign_nations	migration	3	active		100
isa_02_04_01	STRICT	Isaiah	2	4	2	4	YHWH	divine	1	declarative	They shall beat swords into plowshares	prophecy	foreign_nations	warfare	5	active	isa_02_03_01	100
isa_02_05_01	STRICT	Isaiah	2	5	2	5	YHWH	divine	1	imperative	Walk in the light of the LORD	ethics	individual	moral_behavior	4	active		100
isa_05_20_01	STRICT	Isaiah	5	20	5	20	YHWH	divine	1	prohibition	Woe to those who call evil good	ethics	national	moral_behavior	5	active		100
isa_06_08_01	STRICT	Isaiah	6	8	6	8	YHWH	divine	1	imperative	Whom shall I send and who will go for us	prophecy	individual	migration	4	active		100
isa_06_08_02	STRICT	Isaiah	6	8	6	8	Isaiah	human	4	imperative	Here am I send me	prophecy	individual	migration	4	active	isa_06_08_01	100
isa_07_09_01	STRICT	Isaiah	7	9	7	9	YHWH	divine	1	declarative	If you do not stand firm you will not stand	ethics	national	moral_behavior	5	active		100
isa_09_06_01	STRICT	Isaiah	9	6	9	6	YHWH	divine	1	declarative	Unto us a child is born	prophecy	national	communication	5	active		100
isa_09_06_02	STRICT	Isaiah	9	6	9	6	YHWH	divine	1	declarative	He will be called Wonderful Counselor	prophecy	national	communication	5	active	isa_09_06_01	100
isa_11_02_01	STRICT	Isaiah	11	2	11	2	YHWH	divine	1	declarative	The Spirit of the LORD shall rest upon him	prophecy	individual	governance	5	active		100
isa_11_06_01	STRICT	Isaiah	11	6	11	6	YHWH	divine	1	declarative	Wolf shall dwell with lamb	prophecy	foreign_nations	communication	5	active	isa_02_04_01	100
isa_12_03_01	STRICT	Isaiah	12	3	12	3	YHWH	divine	1	imperative	With joy you shall draw water from salvation	worship	individual	ritual_behavior	3	active		100
isa_13_11_01	STRICT	Isaiah	13	11	13	11	YHWH	divine	1	declarative	I will punish the world for its evil	judgment	foreign_nations	moral_behavior	5	active		100
isa_14_27_01	STRICT	Isaiah	14	27	14	27	YHWH	divine	1	declarative	The LORD has purposed and who will annul it	providence	national	governance	5	active		100
isa_17_07_01	STRICT	Isaiah	17	7	17	7	YHWH	divine	1	declarative	Man shall look to his Maker	ethics	individual	moral_behavior	4	active		100
isa_19_19_01	STRICT	Isaiah	19	19	19	19	YHWH	divine	1	imperative	There will be an altar to the LORD in Egypt	worship	foreign_nations	construction	4	active		100
isa_20_03_01	STRICT	Isaiah	20	3	20	3	YHWH	divine	1	declarative	As Isaiah walked naked and barefoot	judgment	individual	communication	4	active		100
isa_21_06_01	STRICT	Isaiah	21	6	21	6	YHWH	divine	1	imperative	Go set a watchman	judgment	national	governance	4	active		100
isa_22_22_01	STRICT	Isaiah	22	22	22	22	YHWH	divine	1	declarative	I will place on his shoulder the key of David	covenant	national	governance	5	active		100
isa_26_03_01	STRICT	Isaiah	26	3	26	3	YHWH	divine	1	declarative	You will keep him in perfect peace	wisdom	individual	moral_behavior	5	active		100
isa_26_04_01	STRICT	Isaiah	26	4	26	4	YHWH	divine	1	imperative	Trust in the LORD forever	wisdom	individual	moral_behavior	5	active	isa_26_03_01	100
isa_30_21_01	STRICT	Isaiah	30	21	30	21	YHWH	divine	1	declarative	This is the way walk in it	ethics	individual	moral_behavior	5	active		100
isa_35_04_01	STRICT	Isaiah	35	4	35	4	YHWH	divine	1	imperative	Be strong fear not	wisdom	individual	moral_behavior	4	active		100
isa_40_01_01	STRICT	Isaiah	40	1	40	1	YHWH	divine	1	imperative	Comfort my people	wisdom	national	communication	4	active		100
isa_40_31_01	STRICT	Isaiah	40	31	40	31	YHWH	divine	1	declarative	Those who wait on the LORD shall renew strength	providence	individual	moral_behavior	5	active	isa_40_01_01	100
isa_41_10_01	STRICT	Isaiah	41	10	41	10	YHWH	divine	1	imperative	Fear not for I am with you	providence	individual	moral_behavior	5	active		100
isa_42_01_01	STRICT	Isaiah	42	1	42	1	YHWH	divine	1	declarative	My servant whom I uphold	prophecy	individual	communication	5	active		100
isa_43_01_01	STRICT	Isaiah	43	1	43	1	YHWH	divine	1	declarative	I have redeemed you by name	providence	individual	communication	5	active	isa_40_01_01	100
isa_43_19_01	STRICT	Isaiah	43	19	43	19	YHWH	divine	1	declarative	Behold I am doing a new thing	prophecy	national	communication	5	active		100
isa_44_06_01	STRICT	Isaiah	44	6	44	6	YHWH	divine	1	declarative	I am the first and the last	prophecy	national	communication	5	active		100
isa_45_22_01	STRICT	Isaiah	45	22	45	22	YHWH	divine	1	imperative	Turn to me and be saved	prophecy	foreign_nations	moral_behavior	5	active		100
isa_46_09_01	STRICT	Isaiah	46	9	46	9	YHWH	divine	1	declarative	Remember the former things	wisdom	national	moral_behavior	4	active		100
isa_48_17_01	STRICT	Isaiah	48	17	48	17	YHWH	divine	1	imperative	I am the LORD your God who teaches you ethics	ethics	individual	communication	5	active	isa_30_21_01	100
isa_49_06_01	STRICT	Isaiah	49	6	49	6	YHWH	divine	1	declarative	I will make you a light to the nations	prophecy	foreign_nations	moral_behavior	5	active		100
isa_50_04_01	STRICT	Isaiah	50	4	50	4	YHWH	divine	1	declarative	The Lord has given me the tongue of the learned	wisdom	individual	communication	4	active		100
isa_53_05_01	STRICT	Isaiah	53	5	53	5	YHWH	divine	1	declarative	He was wounded for our transgressions	ethics	foreign_nations	moral_behavior	5	active	isa_42_01_01	100
isa_55_01_01	STRICT	Isaiah	55	1	55	1	YHWH	divine	1	imperative	Everyone who thirsts come to waters	wisdom	foreign_nations	communication	4	active		100
isa_55_02_01	STRICT	Isaiah	55	2	55	2	YHWH	divine	1	imperative	Listen diligently and eat what is good	wisdom	individual	moral_behavior	4	active	isa_55_01_01	100
isa_58_06_01	STRICT	Isaiah	58	6	58	6	YHWH	divine	1	imperative	Loose the bonds of wickedness	ethics	national	judicial	5	command		100
isa_58_10_01	STRICT	Isaiah	58	10	58	10	YHWH	divine	1	imperative	Feed the hungry and satisfy afflicted	ethics	individual	moral_behavior	5	command	isa_58_06_01	100
isa_60_01_01	STRICT	Isaiah	60	1	60	1	YHWH	divine	1	imperative	Arise shine for your light has come	prophecy	national	moral_behavior	4	active		100
isa_61_01_01	STRICT	Isaiah	61	1	61	1	YHWH	divine	1	declarative	The Spirit of the LORD is upon me	prophecy	individual	communication	5	active		100
isa_61_03_01	STRICT	Isaiah	61	3	61	3	YHWH	divine	1	declarative	Give beauty for ashes	prophecy	individual	moral_behavior	5	active	isa_61_01_01	100
isa_66_02_01	STRICT	Isaiah	66	2	66	2	YHWH	divine	1	declarative	I will look to the humble and contrite	ethics	individual	moral_behavior	5	promise		100
isa_66_13_01	STRICT	Isaiah	66	13	66	13	YHWH	divine	1	declarative	As a mother comforts so I will comfort you	wisdom	family	communication	4	active	isa_40_01_01	100
jer_01_05_01	STRICT	Jeremiah	1	5	1	5	YHWH	divine	1	declarative	Before I formed you I knew you	prophecy	individual	communication	5	active		100
jer_01_07_01	STRICT	Jeremiah	1	7	1	7	YHWH	divine	1	imperative	Do not say I am a youth	prophecy	individual	communication	4	active	jer_01_05_01	100
jer_01_08_01	STRICT	Jeremiah	1	8	1	8	YHWH	divine	1	imperative	Do not be afraid for I am with you	prophecy	individual	moral_behavior	5	active	jer_01_07_01	100
jer_01_10_01	STRICT	Jeremiah	1	10	1	10	YHWH	divine	1	declarative	I appoint you over nations	prophecy	foreign_nations	governance	5	active		100
jer_01_17_01	STRICT	Jeremiah	1	17	1	17	YHWH	divine	1	imperative	Stand up and speak all I command	prophecy	individual	communication	5	command	jer_01_08_01	100
jer_02_13_01	STRICT	Jeremiah	2	13	2	13	YHWH	divine	1	declarative	My people have forsaken me	judgment	national	moral_behavior	5	rebuke		100
jer_03_12_01	STRICT	Jeremiah	3	12	3	12	YHWH	divine	1	imperative	Return faithless Israel	judgment	national	moral_behavior	5	active		100
jer_03_22_01	STRICT	Jeremiah	3	22	3	22	YHWH	divine	1	imperative	Return and I will heal your faithlessness	providence	individual	moral_behavior	5	active	jer_03_12_01	100
jer_05_01_01	STRICT	Jeremiah	5	1	5	1	YHWH	divine	1	imperative	Run to and fro seek truth	ethics	national	judicial	5	command		100
jer_05_23_01	STRICT	Jeremiah	5	23	5	23	YHWH	divine	1	declarative	They have stubborn hearts and rebellious	judgment	national	moral_behavior	5	active		100
jer_06_16_01	STRICT	Jeremiah	6	16	6	16	YHWH	divine	1	imperative	Stand in the ways and ask for the ancient paths	ethics	individual	communication	5	command	jer_05_01_01	100
jer_07_23_01	STRICT	Jeremiah	7	23	7	23	YHWH	divine	1	imperative	Obey my voice and I will be your God	covenant	national	communication	5	command		100
jer_09_23_01	STRICT	Jeremiah	9	23	9	23	YHWH	divine	1	prohibition	Let not the wise boast in wisdom	wisdom	individual	moral_behavior	4	warning		100
jer_10_23_01	STRICT	Jeremiah	10	23	10	23	YHWH	divine	1	declarative	It is not in man to direct his steps	providence	individual	moral_behavior	5	active		100
jer_11_04_01	STRICT	Jeremiah	11	4	11	4	YHWH	divine	1	declarative	Obey my voice according to covenant	covenant	national	judicial	5	command	jer_07_23_01	100
jer_12_16_01	STRICT	Jeremiah	12	16	12	16	YHWH	divine	1	declarative	If they learn my ways they shall be built up	ethics	foreign_nations	moral_behavior	4	promise		100
jer_13_11_01	STRICT	Jeremiah	13	11	13	11	YHWH	divine	1	declarative	I bound Israel to me as waistband	covenant	national	moral_behavior	5	teaching		100
jer_15_16_01	STRICT	Jeremiah	15	16	15	16	Jeremiah	human	4	declarative	Your words were found and I ate them	prophecy	individual	moral_behavior	4	response		100
jer_16_10_01	STRICT	Jeremiah	16	10	16	10	YHWH	divine	1	declarative	This great evil is because you forsook me	judgment	national	moral_behavior	5	rebuke	jer_02_13_01	100
jer_17_05_01	STRICT	Jeremiah	17	5	17	5	YHWH	divine	1	declarative	Cursed is the man who trusts in man	wisdom	individual	moral_behavior	5	warning		100
jer_17_07_01	STRICT	Jeremiah	17	7	17	7	YHWH	divine	1	declarative	Blessed is the man who trusts in the LORD	wisdom	individual	moral_behavior	5	promise	jer_17_05_01	100
jer_17_09_01	STRICT	Jeremiah	17	9	17	9	YHWH	divine	1	declarative	The heart is deceitful above all things	wisdom	individual	moral_behavior	5	active		100
jer_18_06_01	STRICT	Jeremiah	18	6	18	6	YHWH	divine	1	declarative	Like clay in the potter's hand are you	covenant	national	moral_behavior	5	teaching		100
jer_19_11_01	STRICT	Jeremiah	19	11	19	11	YHWH	divine	1	declarative	I will break this people as potter's vessel	judgment	national	moral_behavior	5	judgment	jer_18_06_01	100
jer_20_09_01	STRICT	Jeremiah	20	9	20	9	Jeremiah	human	4	declarative	His word is like fire in my bones	prophecy	individual	communication	4	response	jer_01_17_01	100
jer_21_08_01	STRICT	Jeremiah	21	8	21	8	YHWH	divine	1	declarative	I set before you life and death	prophecy	national	moral_behavior	5	active		100
jer_22_03_01	STRICT	Jeremiah	22	3	22	3	YHWH	divine	1	imperative	Do justice and deliver the oppressed	ethics	national	judicial	5	command	jer_05_01_01	100
jer_23_05_01	STRICT	Jeremiah	23	5	23	5	YHWH	divine	1	declarative	I will raise a righteous Branch	prophecy	national	governance	5	active		100
jer_24_07_01	STRICT	Jeremiah	24	7	24	7	YHWH	divine	1	declarative	I will give them a heart to know me	covenant	national	moral_behavior	5	active	jer_03_22_01	100
jer_25_11_01	STRICT	Jeremiah	25	11	25	11	YHWH	divine	1	declarative	This land shall become desolation	judgment	national	migration	5	judgment		100
jer_29_07_01	STRICT	Jeremiah	29	7	29	7	YHWH	divine	1	imperative	Seek the welfare of the city	providence	national	moral_behavior	5	active		100
